2452130.48399 19.829 0.143 4.57 883.0
2452133.50987 19.779 0.132 4.17 923.0
2452136.63112 19.676 0.157 5.34 904.0
2452141.62182 19.997 0.193 4.84 996.0
2452144.70274 19.785 0.143 4.57 857.0
2452170.60342 20.149 0.221 5.24 954.0
2452179.50168 20.089 0.298 6.49 1238.0
2452189.49678 19.990 0.259 6.30 1086.0
2452212.52351 19.791 0.211 5.06 1462.0
2452333.90252 20.238 0.246 4.56 1450.0
2452337.80920 19.717 0.142 3.95 1473.0
2452357.82071 20.335 0.238 4.64 957.0
2452373.77572 20.276 0.236 4.87 966.0
2452405.85550 20.014 0.181 4.77 1029.0
2452464.76687 19.888 0.124 3.43 877.0
2452708.90155 19.843 0.151 4.39 941.0
2452850.63392 19.920 0.134 3.54 1024.0
2452858.76123 20.020 0.212 4.28 1517.0
2453059.84734 19.651 0.129 4.56 983.0
2453064.86252 19.968 0.167 4.35 1087.0
2453068.81587 19.953 0.182 4.40 1192.0
2453070.90110 19.682 0.120 3.60 1151.0
2453073.85355 19.860 0.131 3.49 1117.0
2453075.88815 20.062 0.181 4.17 1098.0
2453080.80070 20.232 0.248 4.44 1217.0
2453083.75495 20.034 0.159 4.12 846.0
2453085.85157 19.699 0.106 4.06 784.0
2453087.77924 19.650 0.134 5.24 851.0
2453089.82623 20.090 0.132 3.56 818.0
2453091.88045 19.983 0.141 4.19 844.0
2453097.80536 19.869 0.164 4.90 974.0
2453101.79705 19.794 0.157 4.53 1118.0
2453102.89177 19.806 0.148 3.93 1065.0
2453104.74746 19.270 0.212 3.75 6890.0
2453106.88914 20.040 0.224 4.16 1697.0
2453109.81657 20.403 0.193 3.57 833.0
2453110.88321 19.770 0.124 4.17 935.0
2453112.88248 19.900 0.143 4.84 765.0
2453113.89379 19.724 0.130 4.98 822.0
2453114.82414 19.790 0.127 4.30 866.0
2453115.88457 19.718 0.127 4.75 875.0
2453116.86497 20.230 0.197 4.31 903.0
2453124.75670 19.485 0.133 5.74 981.0
2453126.69626 20.103 0.147 3.66 888.0
2453127.86261 19.640 0.128 4.29 1049.0
2453130.74140 20.281 0.243 3.64 1421.0
2453131.70778 19.940 0.234 4.88 1431.0
2453137.75883 20.295 0.263 5.52 922.0
2453138.64417 19.708 0.141 4.65 986.0
