2452126.69420 17.391 0.035 8.33 1224.0
2452130.49587 17.437 0.016 4.05 819.0
2452133.51285 17.461 0.018 4.26 862.0
2452136.63407 17.462 0.022 5.32 864.0
2452141.62477 17.425 0.021 5.14 984.0
2452144.70549 17.445 0.020 4.98 808.0
2452170.60642 17.388 0.020 5.31 909.0
2452179.50468 17.378 0.027 6.50 1187.0
2452189.49977 17.379 0.025 6.64 986.0
2452212.52624 17.418 0.021 4.42 1405.0
2452333.90537 17.461 0.024 5.13 1722.0
2452337.81206 17.434 0.021 4.21 1438.0
2452349.83045 17.441 0.019 4.61 924.0
2452357.82358 17.446 0.017 4.08 860.0
2452365.89816 17.459 0.020 4.35 1133.0
2452373.77858 17.467 0.021 5.02 889.0
2452405.85844 17.423 0.018 4.42 978.0
2452464.77300 17.430 0.017 4.13 819.0
2452708.90446 17.448 0.018 4.05 900.0
2452850.63683 17.433 0.017 3.54 926.0
2452858.76417 17.445 0.023 4.45 1481.0
2453059.85012 17.428 0.019 5.11 905.0
2453064.86529 17.471 0.020 4.83 1012.0
2453068.81863 17.442 0.020 4.82 1086.0
2453070.90389 17.406 0.018 3.67 1261.0
2453073.85633 17.452 0.018 4.18 1023.0
2453075.89240 17.500 0.020 4.47 1017.0
2453080.80560 17.471 0.020 4.31 1068.0
2453083.75774 17.423 0.017 4.50 777.0
2453085.88005 17.483 0.016 3.84 706.0
2453087.78199 17.466 0.021 5.59 794.0
2453089.83138 17.446 0.014 3.20 747.0
2453091.88321 17.448 0.016 3.83 750.0
2453097.80815 17.456 0.020 5.02 875.0
2453099.89470 17.420 0.026 6.34 864.0
2453101.79982 17.423 0.021 4.72 1045.0
2453102.89456 17.432 0.019 3.83 973.0
2453104.75024 17.494 0.045 4.75 5734.0
2453106.89188 17.443 0.022 4.00 1639.0
2453107.88240 17.454 0.021 3.80 1232.0
2453109.82057 17.412 0.015 3.61 763.0
2453110.88600 17.456 0.017 3.67 865.0
2453112.88557 17.464 0.017 4.31 663.0
2453113.89657 17.457 0.017 4.26 713.0
2453114.82693 17.464 0.017 4.03 778.0
2453115.88736 17.456 0.016 3.79 769.0
2453116.86775 17.442 0.020 4.79 841.0
2453124.76153 17.467 0.022 5.56 903.0
2453126.69905 17.428 0.016 4.11 785.0
2453127.86542 17.472 0.018 4.19 894.0
2453128.86521 17.423 0.021 4.45 1120.0
2453130.74420 17.427 0.020 3.55 1287.0
2453131.71062 17.443 0.024 4.82 1351.0
2453134.87964 17.389 0.036 5.30 3175.0
2453137.76478 17.450 0.019 4.85 853.0
2453138.64696 17.463 0.021 5.22 893.0
2453139.93426 17.466 0.018 3.76 1050.0
2453142.81499 17.465 0.018 4.07 861.0
2453144.83203 17.448 0.016 3.99 764.0
2453146.88098 17.453 0.017 4.30 712.0
2453151.80270 17.423 0.019 5.15 716.0
2453152.80426 17.427 0.018 4.45 834.0
2453153.80286 17.399 0.022 5.59 866.0
2453154.89052 17.439 0.027 6.53 977.0
2453156.85920 17.421 0.021 5.28 944.0
2453157.91583 17.412 0.020 4.80 1003.0
2453158.88198 17.398 0.023 4.99 1268.0
2453162.84066 17.403 0.019 4.08 1153.0
2453163.81427 17.447 0.016 3.44 940.0
2453164.78842 17.423 0.015 3.53 794.0
2453165.70551 17.432 0.015 3.93 708.0
2453167.65086 17.458 0.022 5.60 783.0
2453168.85293 17.448 0.017 4.25 867.0
2453169.81965 17.439 0.018 4.51 809.0
2453170.63722 17.434 0.014 3.70 636.0
2453171.77527 17.453 0.013 3.37 740.0
2453171.90084 17.496 0.019 4.60 940.0
2453172.79964 17.444 0.017 4.94 751.0
2453173.83707 17.449 0.019 4.78 850.0
2453174.75609 17.457 0.015 3.59 766.0
2453175.80788 17.439 0.017 3.78 864.0
2453177.81317 17.512 0.022 5.42 848.0
2453179.54727 17.436 0.017 4.76 815.0
2453180.77125 17.427 0.014 3.55 585.0
2453182.83136 17.459 0.018 4.30 823.0
2453183.79032 17.486 0.021 5.06 743.0
2453183.83186 17.472 0.023 5.84 829.0
2453184.55123 17.439 0.018 4.65 789.0
2453184.74491 17.424 0.017 4.41 762.0
2453185.49235 17.430 0.024 5.48 1344.0
2453185.67603 17.454 0.017 3.73 867.0
2453185.86720 17.441 0.020 4.78 960.0
2453190.64318 17.449 0.021 4.75 974.0
2453191.78143 17.399 0.020 4.97 887.0
2453193.59518 17.455 0.016 4.08 704.0
2453194.54562 17.428 0.020 4.52 1145.0
2453194.78812 17.480 0.018 4.07 801.0
2453195.54531 17.430 0.016 4.01 857.0
2453196.73877 17.451 0.018 4.22 830.0
2453197.56943 17.457 0.018 4.58 760.0
2453199.67737 17.469 0.016 4.18 568.0
2453201.53979 17.440 0.016 4.41 798.0
2453202.66852 17.492 0.018 4.63 714.0
2453203.58256 17.467 0.014 3.43 636.0
2453204.61633 17.459 0.014 3.60 609.0
2453205.70752 17.455 0.014 3.50 577.0
2453206.76900 17.463 0.023 6.77 777.0
2453210.49952 17.415 0.020 5.12 960.0
2453211.65476 17.424 0.019 5.48 606.0
2453217.69558 17.431 0.019 4.01 1170.0
2453218.69463 17.406 0.022 5.28 1117.0
2453223.69859 17.453 0.020 5.30 792.0
2453224.74314 17.408 0.020 4.86 972.0
2453226.67403 17.428 0.024 6.84 655.0
2453228.64446 17.446 0.018 5.23 633.0
2453230.71437 17.435 0.017 5.25 652.0
2453231.61770 17.455 0.019 4.90 764.0
2453232.65123 17.449 0.022 6.17 663.0
2453238.66604 17.424 0.019 5.86 690.0
2453240.51511 17.466 0.019 4.78 835.0
2453241.69873 17.459 0.028 4.72 2110.0
2453245.60202 17.462 0.023 5.97 986.0
2453247.48905 17.467 0.019 4.07 1010.0
2453249.59542 17.428 0.024 6.00 842.0
2453251.50640 17.415 0.021 5.75 767.0
2453254.56812 17.457 0.025 6.76 701.0
2453255.62002 17.357 0.026 7.04 775.0
2453255.63507 17.406 0.025 6.94 745.0
2453255.69395 17.500 0.029 8.02 759.0
2453256.54029 17.430 0.024 6.29 717.0
2453256.67611 17.427 0.023 6.41 815.0
2453257.50057 17.409 0.016 4.59 676.0
2453258.57332 17.400 0.021 5.63 732.0
2453260.53684 17.435 0.025 6.42 798.0
2453261.52471 17.442 0.020 4.86 779.0
2453265.52231 17.415 0.021 5.47 800.0
2453267.57299 17.431 0.019 4.69 900.0
2453274.52355 17.443 0.022 5.25 957.0
2453277.54495 17.438 0.019 4.41 975.0
2453279.60780 17.396 0.019 4.77 849.0
2453282.52271 17.431 0.018 4.57 746.0
2453289.50469 17.382 0.021 5.49 823.0
2453294.49573 17.407 0.020 5.37 723.0
2453301.50487 17.430 0.029 6.51 1076.0
2453305.56866 17.428 0.025 5.74 1412.0
2453418.88682 17.448 0.016 4.00 850.0
2453423.86043 17.433 0.017 5.00 691.0
2453427.86499 17.427 0.017 4.48 837.0
2453429.89314 17.367 0.018 5.23 856.0
2453436.85026 17.494 0.023 6.52 707.0
2453443.80548 17.461 0.016 4.72 708.0
2453445.84850 17.405 0.014 4.15 652.0
2453447.89698 17.468 0.020 5.34 726.0
2453449.91414 17.417 0.018 4.20 1063.0
2453453.81632 17.429 0.020 4.99 1008.0
2453455.87622 17.446 0.019 4.44 974.0
