2452125.67797 16.109 0.010 5.80 1425.0
2452129.73066 16.113 0.007 4.01 997.0
2452132.67366 16.121 0.008 4.76 981.0
2452136.57709 16.113 0.009 5.95 922.0
2452141.59222 16.122 0.007 4.29 881.0
2452144.67555 16.134 0.007 4.72 840.0
2452160.63158 16.141 0.009 5.35 1129.0
2452170.57250 16.131 0.007 4.67 976.0
2452178.58328 16.111 0.014 6.98 2302.0
2452188.53240 16.132 0.012 7.71 1004.0
2452211.53652 16.124 0.011 6.47 1640.0
2452333.87310 16.146 0.008 4.49 1272.0
2452344.83443 16.126 0.008 4.39 1079.0
2452355.88525 16.128 0.007 4.33 914.0
2452364.87688 16.132 0.008 4.99 1131.0
2452372.88866 16.111 0.008 5.05 1031.0
2452384.82360 16.131 0.007 3.70 1000.0
2452388.82277 16.124 0.008 4.28 1014.0
2452390.86077 16.131 0.008 4.69 1277.0
2452393.85495 16.112 0.013 4.80 4267.0
2452400.80224 16.116 0.008 4.79 993.0
2452402.90893 16.121 0.008 4.57 1245.0
2452406.85173 16.117 0.008 5.09 1015.0
2452414.87438 16.118 0.008 5.05 971.0
2452416.88999 16.125 0.009 5.46 1169.0
2452424.74861 16.119 0.008 3.98 1943.0
2452428.73383 16.138 0.007 4.25 894.0
2452432.88536 16.105 0.011 6.45 1383.0
2452434.77338 16.123 0.008 4.11 1035.0
2452436.82132 16.109 0.008 4.34 1083.0
2452438.79499 16.125 0.007 4.11 975.0
2452441.75730 16.119 0.007 4.70 936.0
2452445.67417 16.116 0.007 4.10 884.0
2452448.69420 16.118 0.008 3.63 1497.0
2452454.79065 16.126 0.008 3.81 3447.0
2452459.68581 16.127 0.006 5.39 628.0
2452460.70387 16.123 0.009 5.62 949.0
2452463.58512 16.125 0.007 3.77 913.0
2452466.60490 16.120 0.007 4.46 835.0
2452468.73120 16.132 0.007 3.93 852.0
2452470.71494 16.128 0.007 4.13 818.0
2452472.74535 16.115 0.007 4.67 872.0
