2452115.78175 15.851 0.008 5.24 782.0
2452124.66151 15.876 0.012 4.32 6905.0
2452128.63515 15.892 0.006 3.85 726.0
2452131.66462 15.913 0.008 5.35 770.0
2452135.51432 15.908 0.006 4.38 710.0
2452138.66843 15.872 0.008 5.90 504.0
2452143.58169 15.926 0.009 5.49 717.0
2452162.58272 15.849 0.007 5.06 674.0
2452170.48918 15.927 0.007 4.74 708.0
2452173.56228 15.921 0.009 5.39 812.0
2452183.49885 15.901 0.009 6.07 924.0
2452184.56214 15.916 0.010 6.73 895.0
2452195.54455 15.919 0.009 4.92 1138.0
2452324.88830 15.929 0.008 5.27 863.0
2452341.88047 15.928 0.007 4.10 1064.0
2452350.89765 15.928 0.007 4.82 743.0
2452370.89896 15.912 0.008 4.84 677.0
2452384.73640 15.909 0.007 3.95 750.0
2452388.73928 15.930 0.008 5.43 829.0
2452390.70901 15.917 0.009 5.63 1132.0
2452397.91907 15.905 0.008 5.01 976.0
2452401.66971 15.919 0.007 4.46 663.0
2452403.73079 15.903 0.006 3.65 647.0
2452405.66690 15.944 0.009 5.96 659.0
2452410.74681 15.881 0.004 4.25 551.0
2452415.66869 15.925 0.009 5.89 857.0
2452417.73034 15.913 0.007 4.31 753.0
2452425.62942 15.898 0.009 6.19 1522.0
2452431.67884 15.862 0.007 5.87 746.0
2452433.65500 15.907 0.007 4.24 736.0
2452435.77396 15.900 0.006 3.32 789.0
2452437.66352 15.902 0.009 6.31 715.0
2452439.59717 15.936 0.007 3.93 779.0
2452439.61121 15.920 0.007 4.59 768.0
2452441.60577 15.909 0.007 4.34 633.0
2452444.59384 15.928 0.007 4.14 743.0
2452446.60560 15.916 0.007 3.57 882.0
2452452.58695 15.922 0.009 5.52 1076.0
2452458.70666 15.895 0.007 5.08 522.0
2452462.69236 15.904 0.006 3.56 530.0
2452466.82544 15.886 0.008 5.14 923.0
2452468.53883 15.930 0.006 4.09 616.0
2452470.54576 15.926 0.007 5.03 673.0
2452472.54185 15.902 0.007 4.78 1354.0
2452474.69152 15.913 0.007 4.75 632.0
2452483.48629 15.911 0.006 3.77 845.0
2452485.68270 15.951 0.010 6.93 624.0
2452489.75194 15.892 0.007 5.77 680.0
2452492.69787 15.899 0.008 5.38 788.0
2452495.49281 15.888 0.007 4.78 863.0
2452497.55339 15.912 0.007 4.33 615.0
2452499.59086 15.897 0.006 4.08 641.0
2452501.61689 15.921 0.006 3.92 716.0
2452511.59723 15.890 0.009 5.47 1009.0
2452518.54777 15.908 0.007 4.20 653.0
2452521.54393 15.925 0.007 4.86 748.0
2452529.66431 15.872 0.008 5.32 828.0
2452537.53476 15.877 0.008 5.13 859.0
2452540.54699 15.960 0.009 5.42 1051.0
2452545.55040 15.908 0.008 4.62 880.0
2452550.53593 15.900 0.008 4.84 861.0
2452555.49821 15.925 0.009 5.56 962.0
2452560.57394 15.910 0.010 5.01 2087.0
2452566.55110 15.901 0.009 5.10 1325.0
2452700.87907 15.924 0.007 5.21 625.0
2452712.84981 15.959 0.008 6.07 625.0
2452726.91677 15.921 0.007 3.70 959.0
2452727.81867 15.919 0.006 3.62 689.0
2452732.83248 15.902 0.008 4.85 650.0
2452743.82425 15.927 0.007 3.71 709.0
