2452106.76844 16.467 0.010 5.65 739.0
2452112.76275 16.471 0.009 4.94 688.0
2452125.65067 16.459 0.012 4.42 2014.0
2452128.57983 16.459 0.009 4.40 854.0
2452131.57317 16.463 0.008 3.55 872.0
2452134.67685 16.461 0.011 6.68 835.0
2452138.55693 16.460 0.011 5.78 748.0
2452143.52619 16.494 0.013 6.55 878.0
2452156.49237 16.456 0.009 4.70 945.0
2452158.52489 16.441 0.009 5.00 761.0
2452162.51022 16.463 0.010 5.15 848.0
2452168.54503 16.492 0.012 6.24 866.0
2452173.50304 16.474 0.013 6.85 941.0
2452180.50165 16.450 0.010 4.36 1701.0
2452184.50637 16.458 0.012 5.89 995.0
2452194.56169 16.482 0.010 4.71 938.0
2452321.87911 16.450 0.011 4.90 1220.0
2452326.81121 16.469 0.012 5.61 1254.0
2452345.82130 16.454 0.009 3.74 911.0
2452358.89056 16.443 0.010 4.68 868.0
2452370.81874 16.456 0.010 5.08 822.0
2452381.82600 16.456 0.009 3.58 764.0
2452384.79887 16.488 0.010 4.32 869.0
2452388.85659 16.460 0.009 4.21 867.0
2452391.74262 16.460 0.012 4.95 1440.0
2452396.77411 16.456 0.013 3.63 3637.0
2452400.70207 16.453 0.011 5.30 917.0
2452402.81632 16.454 0.009 3.79 935.0
2452404.84895 16.454 0.009 3.70 852.0
2452406.93292 16.476 0.011 4.88 1143.0
2452415.72976 16.461 0.011 5.04 885.0
2452417.70349 16.459 0.011 5.12 945.0
2452426.68468 16.438 0.009 4.53 789.0
2452431.81539 16.461 0.008 4.15 861.0
2452433.74257 16.439 0.010 4.99 875.0
2452434.81564 16.449 0.009 4.19 925.0
2452436.59016 16.474 0.010 4.22 1016.0
2452438.62052 16.461 0.010 4.57 822.0
2452440.60198 16.437 0.009 4.37 845.0
2452442.61950 16.485 0.010 4.63 844.0
2452444.71314 16.469 0.010 4.35 984.0
2452446.65142 16.465 0.010 3.73 1245.0
2452458.74007 16.457 0.010 4.74 688.0
2452462.72880 16.471 0.008 3.88 677.0
2452463.82943 16.458 0.009 4.28 888.0
2452466.75641 16.477 0.012 5.78 820.0
2452470.47461 16.454 0.012 6.33 1184.0
2452472.47557 16.455 0.011 5.01 1788.0
